id,annee,Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,3,croco rouge ire m.ps. 4 a.,b1FicmRzR2x5dFVEd2JrVi9ERW1nQT09,2.0,Par: RAINBOW QUEST  et ALLIGATRIX (ALLEGED),6.L (Corde:14),,W.SAID/IRISH NATIONAL STUD,P. BARY (S),THIERRY  JARNET,"59,5kg",121.959,,,,,,"W. LAZY, CH. WACKER"
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,4,leggera ire f.ps. 4 a.,a2d4UWRmNmlEL3lKWEExeGZMY2ROZz09,7.0,Par: SADLER'S WELLS  et LADY AMBASSADOR (GENERAL ASSEMBLY),5.L (Corde:08),,SUC. HILDEGARD  FOCKE,SUC. JL. DUNLOP,THOMAS-RICHARD  QUINN,58 kg,60.98,,,,,,SUC. H. FOCKE
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,5,tiger hill ire m.ps. 4 a.,KzF6Y3V2TDE4YTUwS054TEJjWC83Zz09,4.0,Par: DANEHILL  et THE FILLY (APPIANI),3/4 (Corde:06),,BARON GEORG VON ULLMANN,P. SCHIERGEN,TERENCE  HELLIER,"59,5kg",30.49,,,,,,GESTUT WITTEKINDSHOF
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,6,greek dance ire m.ps. 4 a.,S1V3bDJ3elR2M28vODRMckRuczVZQT09,6.0,Par: SADLER'S WELLS  et HELLENIC (DARSHAAN),ENC (Corde:05),,SUC. LORD  WEINSTOCK,SIR MR. STOUTE,KIEREN-FRANCIS  FALLON,"59,5kg",,,,,,,BALLYMACOLL STUD FARM LTD
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,7,borgia ger f.ps. 5 a.,Ri9OeUVIOXBCWmtlSnZLZ3htQm03UT09,8.0,Par: ACATENANGO  et BRITANNIA (TARIM),2.L (Corde:11),,GESTUT AMMERLAND,A. FABRE,OLIVIER  PESLIER,58 kg,,,,,,,GESTUT AMMERLAND
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,daylami ire m.ps. 5 a.,K2wvMS8vK3RBcThtYW55RVQ5ckVDUT09,1.0,Par: DOYOUN  et DALTAWA (MISWAKI),(Corde:10),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",,,,,,,S.A.  AGA KHAN
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,albaran ger m.ps. 6 a.,cWczYkxoRXhVS0JtamoxOE9xM0FPQT09,3.0,Par: SURE BLADE  et ARAQUEEN (KONIGSSTUHL),(Corde:12),,STALL ALBARAN,MME C. ERICHSEN,JANOS  TANDARI,"59,5kg",,,,,,,GESTUT ERLENGRUND
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,fantastic light usa m.ps. 3 a.,TE5HN1AwZGpoU05FNlhZS1RwMEN2UT09,9.0,Par: RAHY  et JOOD (NIJINSKY),(Corde:13),,SUC. MAKTOUM  AL MAKTOUM,SIR MR. STOUTE,MR JOHN-ANDREW  REID,56 kg,,,,,,,GAINSBOROUGH FARM INC.
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,GENGHIS KHAN IRE M.PS. 3 a.,ZTVNYng4K3JFMHQrYVZrTmFDdFl3dz09,10.0,Par: SADLER'S WELLS  et DOFF THE DERBY (MASTER DERBY),(Corde:02),,MME JOHN MAGNIER/MICHAEL TABOR,AP. O'BRIEN,JOHN-PATRICK  MURTAGH,56 kg,,,,,,1.0,"BARRONSTOWN STUD,  RON CON LTD"
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,daryaba ire f.ps. 3 a.,cit6d2drLzlXUjZlWjJpQ2pTemJwUT09,12.0,Par: NIGHT SHIFT  et DARATA (VAYRANN),(Corde:03),,S.A.   AGA KHAN,A.DE ROYER DUPRE,GERALD  MOSSE,"54,5kg",,,,,,,S.A.  AGA KHAN
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,flamingo road ger f.ps. 3 a.,YUdaZEZBU0JGeXJxZlBNSkMycmY0dz09,13.0,Par: ACATENANGO  et FABULA DANCER (NORTHERN DANCER),(Corde:07),,HELMUT VON FINCK,A. SCHUTZ,ANDRASCH  STARKE,"54,5kg",,,,,,,H. VON FINCK
R21WbFZRdWs5ZENuRDI4VTA1cVZudz09,1999,--,cerulean sky ire f.ps. 3 a.,eko4SkZmckJnYkRIcDlrdlUxZEQzdz09,14.0,Par: DARSHAAN  et SOLO DE LUNE (LAW SOCIETY),(Corde:09),,R.C.  STRAUSS,ROB. COLLET,MR SYLVAIN  GUILLOT,"54,5kg",,,,,,,KILFRUSH STUD FARM
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,1,sagamix  m.ps. 3 a.,NS9GM3M5SEFXNjJrSjI0aUl2RzluQT09,8.0,Par: LINAMIX  et SAGANECA (SAGACE),(Corde:07),,SNC   LAGARDERE ELEVAGE,A. FABRE,OLIVIER  PESLIER,56 kg,609.796,,95.281,,,2.0,SNC  LAGARDERE ELEVAGE
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,2,leggera ire f.ps. 3 a.,a2d4UWRmNmlEL3lKWEExeGZMY2ROZz09,14.0,Par: SADLER'S WELLS  et LADY AMBASSADOR (GENERAL ASSEMBLY),ENC (Corde:02),,SUC. HILDEGARD  FOCKE,SUC. JL. DUNLOP,THOMAS-RICHARD  QUINN,"54,5kg",243.918,,,S,,,SUC. H. FOCKE
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,3,tiger hill ire m.ps. 3 a.,KzF6Y3V2TDE4YTUwS054TEJjWC83Zz09,12.0,Par: DANEHILL  et THE FILLY (APPIANI),3/4 (Corde:09),,BARON GEORG VON ULLMANN,P. SCHIERGEN,ANDREAS  SUBORICS,56 kg,121.959,,,,,,GESTUT WITTEKINDSHOF
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,4,croco rouge ire m.ps. 3 a.,b1FicmRzR2x5dFVEd2JrVi9ERW1nQT09,10.0,Par: RAINBOW QUEST  et ALLIGATRIX (ALLEGED),3/4 (Corde:13),,WAFIC  SAID,P. BARY (S),MR SYLVAIN  GUILLOT,56 kg,60.98,,,,,,"W. LAZY, CH. WACKER"
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,5,caitano gb m.ps. 4 a.,YXBUWDVLZ3ovVDlkU3BCRnpWK0tOdz09,4.0,Par: NINISKI  et EVERSINCE (FOOLISH PLEASURE),3/4 (Corde:05),,GARY A.  TANAKA,A. SCHUTZ,ANDRASCH  STARKE,"59,5kg",30.49,,,,,,OVERBURY STUD
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,6,fragrant mix (ire) m.ps.+,UTFsekZtRUQ4TnNRTW4rck0zU1Zwdz09,3.0,Par: LINAMIX  et FRAGRANT HILL (SHIRLEY HEIGHTS),1/2 (Corde:01),,SNC   LAGARDERE ELEVAGE,A. FABRE,MR ALAIN  JUNK,"59,5kg",,,,,,2.0,SNC  LAGARDERE ELEVAGE
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,7,high rise ire m.ps. 3 a.,RXhxU0k1a0ZVWVVyT0RSRWYrcG5sUT09,6.0,Par: HIGH ESTATE  et HIGH TERN (HIGH LINE),T (Corde:06),,CHEIK MOHAMMED OBAID  AL MAKTOUM,LM. CUMANI,MR MICHAEL J.  KINANE,56 kg,,,,,,,CHEIK MOBR. AL MAKTOUM
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,posidonas gb m.ps. 6 a.,WlBBRkdSeEt6ekVWTUtnMzZKazlmZz09,1.0,Par: SLIP ANCHOR  et TAMASSOS (DANCE IN TIME),(Corde:03),,ATHOS  CHRISTODOULOU,PFI. COLE,SUC. PAT  EDDERY,"59,5kg",,,,,,,A. CHRISTODOULOU
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,happy valentine gb m.ps. 4 a.,MFdUQ2dKK2VRN1NEN1ZZVDFmMkpXUT09,2.0,Par: RAINBOW QUEST  et NEARCTIC FLAME (SADLER'S WELLS),(Corde:11),,GODOLPHIN,S. BIN SUROOR,DARAGH  O'DONOHOE,"59,5kg",,,,,,1.0,CHEVELEY PARK STUD
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,limpid gb m.ps. 3 a.,MlNxdkxLaTV6dm5WcWF2QnNpWHBrUT09,5.0,Par: SOVIET STAR  et ISLE OF GLASS (AFFIRMED),(Corde:10),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,THIERRY  JARNET,56 kg,,,,S,,1.0,CHEIK MOBR. AL MAKTOUM
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,sea wave ire m.ps. 3 a.,WU53WFJRTlpydk1XOTBPR2pUNzVPZz09,7.0,Par: SADLER'S WELLS  et THREE TAILS (BLAKENEY),(Corde:08),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,56 kg,,,,S,,1.0,CHEIK MOBR. AL MAKTOUM
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,dream well  m.ps. 3 a.,SzlTc1FMTk5YODJpTUtITG4rdUY2QT09,9.0,Par: SADLER'S WELLS  et SOUL DREAM (ALLEGED),(Corde:14),,FAMILLE NIARCHOS/J.L. BOUCHARD,P. BARY (S),CASH  ASMUSSEN,56 kg,,,,,,,SUC. S. NIARCHOS
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,courteous gb m.ps. 3 a.,Q2RLVEl6SWJacGVWNHVicG5nUmUvQT09,11.0,Par: GENEROUS  et DAYANATA (SHIRLEY HEIGHTS),(Corde:04),,SUC. FAHD  SALMAN,PFI. COLE,KIEREN-FRANCIS  FALLON,56 kg,,,,,,,NEWGATE STUD CO.
Z0lmNEdEek1SS2hQUnpHV083Y2tvZz09,1998,--,zainta ire f.ps.+,ZnhnRjBWWnlzdXI0alJhcEllNGMyQT09,13.0,Par: KAHYASI  et ZAILA (DARSHAAN),(Corde:12),,S.A.   AGA KHAN,A.DE ROYER DUPRE,GERALD  MOSSE,"54,5kg",,,,,,,S.A.  AGA KHAN
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,1,zarkava ire f.ps. 3 a.,YWNmUDA5eEQ3dFgyNElBa3B0MlRJQT09,16.0,Par: ZAMINDAR  et ZARKASHA (KAHYASI),(Corde:01),,S.A.   AGA KHAN,A.DE ROYER DUPRE,CHRISTOPHE  SOUMILLON,"54,5kg",2.285.600,,,,,,S.A.  AGA KHAN
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,2,youmzain ire m.ps. 5 a.,NnhGZ1B4bXkxSGtiYVFyMG9pN0cyQT09,1.0,Par: SINNDAR  et SADIMA (SADLER'S WELLS),2.L (Corde:03),,JABER  ABDULLAH,MR. CHANNON,RICHARD-JAMES  HILLS,"59,5kg",914.400,,,,,,F. DUNNE
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,3,soldier of fortune ire m.ps. 4 a.,TlVwdUJtc1N6SEFGZk1aTThYYVRGdz09,6.0,Par: GALILEO  et AFFIANCED (ERINS ISLE),1/2 (Corde:09),,MME J.MAGNIER/D.SMITH/M.TABOR,AP. O'BRIEN,JAMES-ANTHONY  HEFFERNAN,"59,5kg",342.800,,,,,1.0,JS. BOLGER
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,3,it's gino ger m.ps. 5 a.,MjlMSlBkbnpHN0NCNXZ3aklVbG5jQT09,9.0,Par: PERUGINO  et IMELDA (LOMITAS),1/2 (Corde:02),,STALL 5 STARS,P. VOVCENKO,MR THIERRY  THULLIEZ,"59,5kg",342.800,,,,,,MME B. NUTTELMANN
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,5,vision d'etat  m.ps.+,RkdjY3JKQldKa3lmQjkxaTkxNGYxUT09,12.0,Par: CHICHICASTENANGO  et UBERABA (GARDE ROYALE),1.L (Corde:08),,JACQUES  DETRE,E. LIBAUD,IORITZ  MENDIZABAL,56 kg,114.400,,4.404,,,,SUC. G. GILLES
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,6,ask gb m.ps. 5 a.,TUlnUHpYTm15RUo2Q2NVSjFqU0pDUT09,3.0,Par: SADLER'S WELLS  et REQUEST (RAINBOW QUEST),ENC (Corde:15),,PATRICK  FAHEY,SIR MR. STOUTE,RYAN-LEE  MOORE,"59,5kg",,,,,,,SIDE HILL STUD
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,7,duke of marmalade ire m.ps. 4 a.,NUd5ZTFPNUQwNmp4OGlsY0hwOVliQT09,7.0,Par: DANEHILL  et LOVE ME TRUE (KINGMAMBO),T (Corde:14),,MME JOHN MAGNIER/MICHAEL TABOR,AP. O'BRIEN,JOHN-PATRICK  MURTAGH,"59,5kg",,,,,,1.0,SOUTHERN BLOODSTOCK
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,8,getaway ger m.ps. 5 a.,OWEvTkFId2VXV0hCOG9oaERMTXE1Zz09,11.0,Par: MONSUN  et GUERNICA (UNFUWAIN),1.L (Corde:07),,BARON GEORG VON ULLMANN,A. FABRE,OLIVIER  PESLIER,"59,5kg",,,,,,,BARON G.VON ULLMANN
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,9,cima de triomphe ire m.ps. 3 a.,aUtYaVhKMkJzQzFEblB5Q0NsU09hZz09,15.0,Par: GALILEO  et SOPRAN LONDA (DANEHILL),1.L (Corde:16),,TERUYA  YOSHIDA,B. GRIZZETTI,DARIO  VARGIU,56 kg,,,,,,,SOFIM SRL
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,10,meisho samson jpn m.ps. 5 a.,czMzdVMvOTdNaTU4V1cvaHFUeU5kZz09,5.0,Par: OPERA HOUSE  et MY VIVIEN (DANCING BRAVE),CTT (Corde:04),,YOSHIO  MATSUMOTO,S. TAKAHASHI,YUTAKA  TAKE,"59,5kg",,,,,,,K. HAYASHI
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,zambezi sun gb m.ps. 4 a.,L1Z1bVhvZ3VMNlQ5eDdOYVJVRXU2dz09,2.0,Par: DANSILI  et IMBABALA (ZAFONIC),(Corde:11),,SUC. KHALID  ABDULLAH,P. BARY (S),STEPHANE  PASQUIER,"59,5kg",,,,,,,JUDDMONTE FARMS IRELAND
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,schiaparelli ger m.ps. 5 a.,RytjT25OdVpEVlhBbHFFYzBUdXAyQT09,4.0,Par: MONSUN  et SACARINA (OLD VIC),(Corde:10),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",,,,,,,GESTUT KARLSHOF
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,papal bull gb m.ps. 5 a.,OHRGVnJJcVBuaExzMGxtQld4ckRJQT09,8.0,Par: MONTJEU  et MIALUNA (ZAFONIC),(Corde:05),,PAPAL BULL SYNDICATE,SIR MR. STOUTE,JIMMY  FORTUNE,"59,5kg",,,,,,,"BH. SIMPSON, CFD. SIMPSON"
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,red rock canyon ire m.ps. 4 a.,VERWUENCaGRhQUNZY1drMjdFNEJtZz09,10.0,Par: ROCK OF GIBRALTAR  et IMAGINE (SADLER'S WELLS),(Corde:13),,TABOR/MAGNIER/SMITH/NAGLE,AP. O'BRIEN,COLM  O'DONOGHUE,"59,5kg",,,,,,1.0,"BEAVERSTONE,  TOWER BLOODSTOCK"
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,kamsin ger m.ps. 3 a.,cE5mVGNibzZ2UDF3NjV2cGZ1a1VvUT09,13.0,Par: SAMUM  et KAPITOL (WINGED LOVE),(Corde:12),,STALL BLANKENESE,P. SCHIERGEN,JOHAN  VICTOIRE,56 kg,,,,S,,,GESTUT KARLSHOF
N3M4RzZFRmF4T1ZRUW5sVTkzWm44dz09,2008,--,blue bresil  m.ps. 3 a.,bXN4Y3dmQ1FiOFpPUEU5TU1ZV2xRZz09,14.0,Par: SMADOUN  et MISS RECIF (EXIT TO NOWHERE),(Corde:06),,SUC. FREDDY  TONDELIER,L. LARRIGADE,MR WILLIAM  MONGIL,56 kg,,,,,,,JL. PARIENTE
